Day,Temperature
106,29.43092950605265
107,20.872889064159196
108,21.28775195361382
109,19.627770421169163
110,10.406143923504793
111,19.867430622753915
112,20.301151049705133
113,32.316210562426434
114,19.038195176094387
115,21.507736711668063
116,19.826441151473784
117,14.156609811902339
118,25.714114072575104
119,23.759665163433873
120,23.955159735215233
121,15.453062726026305
122,27.013971554680495
123,12.990744686038596
124,22.934285469001352
125,30.952278129049894
126,15.047318374346558
127,17.16851135198614
128,20.498256825438204
129,17.482621729419005
130,12.246682844669337
131,20.342814874030136
132,14.688481431369475
133,22.36796215317591
134,15.402878828830985
135,27.749672025087698
136,16.083733538318814
137,18.38969241897162
138,24.067586086848348
139,13.845678417830225
140,21.137299673020646
141,26.53571377141214
142,11.962583827193862
143,20.92316929266152
144,21.299413971242117
145,23.90911435888655
146,13.81524644560959
147,13.397716934578618
148,22.60970782808449
149,21.48492336616593
150,21.252464251729382
151,21.732241047484877
152,16.599876392107547
153,21.161268485805017
154,21.465362366493405
155,16.42824290986816
156,29.328872555723784
157,22.36916460455894
158,14.043482513986756
159,23.28276804316915
160,15.126591648863393
161,23.93542301871226
162,25.79297789503702
163,15.896588408241447
164,24.81688064622161
165,22.06390463468249
166,24.11030079997245
167,29.483964913269737
168,18.773059419985646
169,16.23131917821255
170,15.552427851872384
171,15.920948575172808
172,19.614491452929478
173,21.70575987408322
174,21.383453996650097
175,24.13591624518012
176,20.065009459389536
177,27.267670385786584
178,18.67671583381022
179,33.600845832948096
180,23.12833673882503
181,15.714212217918586
182,14.645537509694439
183,22.412362076215928
184,18.882686073370746
185,23.57000247046046
186,22.366188122867726
187,19.635855436715637
188,15.766031409657975
189,12.425763876570677
190,17.767425239664895
191,24.28199397161736
192,21.07046872065102
193,13.77130610644006
194,20.86590462925591
195,21.926586898644185
196,15.580712818994336
197,20.76862552972764
198,20.29104359223
199,14.285148510846884
200,21.788936801741418
201,22.80392263184117
202,25.415256215876383
203,25.269010260174515
204,13.111653160214544
205,15.310874800424386
206,22.5751763360433
207,22.568929754561044
208,22.575238431530238
209,39.26365745327361
210,22.854452553465833
211,25.677828200902994
212,24.770008817466014
213,23.25695625652899
214,18.42365377679827
215,23.794846102466337
216,16.13587392731214
217,18.815906966299956
218,17.573182260854484
219,20.409370696931614
220,31.573292833367542
221,10.66367403704126
222,23.43130095187257
223,11.936420644051742
224,17.640340671052833
225,25.444752984836832
226,20.321400095477316
227,14.611276110353469
228,16.42348145370016
229,23.39798874467338
230,16.34816684141432
231,21.082292947909874
232,20.22785919951907
233,16.741998261970913
234,30.719720446626628
235,23.169595111590056
236,9.874287066711965
237,20.93227157384714
238,16.69106767615806
239,24.26216667398112
240,16.037396307836495
241,19.426317792665504
242,22.524936394902287
243,24.328775970850607
244,13.998517964721119
245,18.327493820795258
246,17.62527344419522
247,16.73335383713144
248,28.827271201405484
249,22.024908554804778
250,13.695580228324774
251,24.58930973527388
252,30.610780985063165
253,25.162326302755734
254,12.403150170229933
255,17.578829635668743
256,26.334555745933113
257,16.461652671906094
258,22.219097140731144
259,23.873170267146683
260,15.365347642109585
261,19.702373219691
262,3.793663299654636
263,14.878061793328552
264,18.7371592430342
265,13.761084090175753
266,28.162056519658176
267,12.849293110196836
268,17.799777566515083
269,20.653702886430455
270,27.206366445330577
271,12.820689244102804
272,25.815818760774796
273,20.051165305097935
274,15.092456744760245
275,22.310517371316354
276,20.99529847786735
277,16.998915614206027
278,20.349010424950094
279,18.0734320156912
280,20.56758672625624
281,23.310653372605234
282,27.93008408072676
283,13.810922505865754
284,30.665166873281333
285,10.239561002387491
286,19.241074524822082
287,22.941586032422883
288,21.404959338675162
289,16.88650240089703
290,18.959388748213623
291,17.534995326705836
292,17.053176215278942
293,24.248010485105123
294,21.785077429825236
295,16.535452023696728
296,24.497999377166252
297,21.536497604383047
298,24.0643105941948
299,23.14814420961806
300,15.855024945389639
301,17.199094799015153
302,23.736468025616308
303,23.051851327167324
304,19.89549203017926
305,20.58663691654391
306,26.388324478942124
307,17.04214305582085
308,22.735486905850188
309,18.98903673783053
310,18.9115939838639
311,25.49388425993595
312,24.12708174494015
313,24.067548180003193
314,26.527394035771646
315,20.105019208163796
316,23.40976485647482
317,18.44866621703272
318,21.62083176244221
319,19.349284728161578
320,20.48497982496359
321,22.97578512718457
322,15.908896583832638
323,30.461936378427303
324,14.96991309250149
325,13.92905693606134
326,25.790554367500338
327,23.95831346981468
328,23.120599085260775
329,23.1417275463214
330,19.938766135765427
331,15.513728142570843
332,20.37902279096863
333,16.61419144243944
334,24.875598667088756
335,19.264713092489306
336,15.872514016037442
337,18.393070791735035
338,22.06465727137812
339,17.181377235980126
340,15.888898022167844
341,21.218436057459563
342,21.224832855543614
343,17.46528412314435
344,17.644808471908387
345,21.16024968678818
346,12.759578292513378
347,12.962681128117223
348,16.40777889373782
349,18.932764241440765
350,21.554537827990025
351,27.376781084747762
352,24.288298116010097
353,19.200307350182864
354,19.904918960486555
355,14.987353176810956
356,19.90743432003805
357,18.55670680539931
358,21.613592801690448
359,15.863845282238385
360,22.596732571205862
361,27.66369456501289
362,19.456199257715713
363,22.008558610494706
364,23.450719958555563
365,17.993897640570818
366,21.120462409052084
367,20.062962003908975
368,20.48838049274416
369,16.13495108072267
370,20.122550871294713
371,22.489991456227248
372,27.25571803897521
373,24.796354130426035
374,30.765912287557782
375,16.163262185559752
376,24.361603183603393
377,20.91671002869176
378,30.94901466608836
379,15.958508573224243
380,15.80139078909612
381,17.00303677277989
382,9.380521378450965
383,17.371224891596196
384,16.20433669223151
385,20.75196893238104
386,21.708779878885796
387,29.380854196079433
388,24.75211919093025
389,17.115481721687985
390,15.50792664325821
391,22.459595857532527
392,13.398833964896788
393,29.15729382927177
394,25.897200603606436
395,17.654121739476476
396,11.434327354545612
397,26.769361870827062
398,19.42730077373691
399,26.189081559867308
400,12.027861706028165
401,17.003124885231134
402,20.026218498590914
403,20.23490296882371
404,17.74967264260378
405,23.114249661737492
406,14.661897853087028
407,19.288102574893532
408,20.601478158559495
409,22.572194170293745
410,23.55807439044445
411,14.376789540810654
412,12.329429146321889
413,26.388384109492545
414,21.661570059897958
415,16.25756731721723
416,27.755759877612615
417,20.578373171464293
418,25.896485920319133
419,20.337592407050543
420,30.303739624409936
421,28.77670421221602
422,18.75517925760463
423,24.85785475477178
424,23.226879747925736
425,26.843157787661745
426,15.175382697099478
427,23.430257299992196
428,25.29212243424794
429,11.206302567884428
430,14.083707436671125
431,9.803839111199498
432,18.652965827777212
433,23.58771127897981
434,27.51178526048014
435,20.370473902098876
436,28.143077727856458
437,13.099492708925542
438,11.483087803224226
439,19.722261505516904
440,21.920327244696537
441,19.836526259529535
442,9.662789499800617
443,19.55439980243606
444,13.477652497475734
445,23.348362744150194
446,21.83299123048424
447,15.300601068363225
448,17.430665413316532
449,14.703932390555241
450,19.68660451363414
451,24.775711602506192
452,15.071369768322281
453,22.520232577589223
454,17.348711908137794
455,16.03563583868828
456,19.464848200227213
457,14.823788387903129
458,17.23175347326409
459,14.010610537055758
460,29.823625664581947
461,20.176317759858645
462,16.50137246003707
463,21.06989955367111
464,19.43835975154585
465,18.895152002333884
466,23.070833500217127
467,23.787538550236526
468,17.34749426194736
469,17.1209087967766
470,18.62474151424178
471,8.490394176322075
472,12.42404468900724
473,26.834371337222624
474,28.224838567506417
475,18.75481980221811
476,22.882784815278832
477,21.556250772717682
478,35.39440404227619
479,25.597874557172883
480,19.360412042596167
481,15.222297796997871
482,11.967768398712138
483,21.017318179336115
484,16.218246273578483
485,12.88873145201163
486,16.767135578787368
487,14.592259981928025
488,28.435708175362823
489,24.408198784747253
490,19.960136793416915
491,27.39972069445013
492,20.38684153823809
493,15.693578993358681
494,27.615620386348287
495,22.694550218423295
496,14.813769228367718
497,19.04830660958196
498,15.621908733076214
499,13.08600134517832
500,24.630887737658206
501,29.547083202350652
502,13.007162130904295
503,22.814846183452854
504,16.746787154390866
505,17.56437308117652
506,17.038030378805654
507,15.68004615160092
508,20.242608139724133
509,15.84524941794481
510,21.352284128899193
511,19.748809452754315
512,18.80525976566795
513,15.462181689792011
514,17.116143347158335
515,23.77695612912878
516,22.504585938121902
517,15.112223776007244
518,20.49666152714613
519,23.756935616858947
520,11.652973594393142
521,22.716800961899676
522,16.686881205270765
523,22.852993342965796
524,16.183704217287417
525,10.975589496677404
526,11.862287810584187
527,20.24042473330691
528,21.29861250860741
529,15.478416874477958
530,23.19296229388687
531,11.6923996886552
532,19.66960100676342
533,13.944919001187717
534,16.740819460989204
535,20.23699335658207
536,15.697933173580239
537,18.077222278850872
538,25.0314640460722
539,17.115540652384254
540,24.17846056032571
541,14.35146572671191
542,22.649020889576413
543,27.207843103289502
544,7.6417774993635526
545,16.015523722647615
546,22.8853606359027
547,18.984773069785035
548,21.855729366856544
549,16.980074066420897
550,20.4329489373645
551,19.221613823039604
552,25.838910308299035
553,21.272104216506065
554,21.68801331037601
555,17.940615169387662
556,17.561968879637533
557,17.837209060901895
558,21.972260711891483
559,17.895077595898684
560,21.448874284482066
561,30.377003993227195
562,24.355623517158463
563,18.369882339160796
564,26.006069610819722
565,17.959623134892244
566,9.80937732411073
567,14.95956844541298
568,10.646040394870722
569,18.24243257979346
570,20.092091895947757
571,28.382186561376415
572,21.634636868820813
573,18.90449735595568
574,24.147027905917447
575,8.944323454960575
576,21.178072790542828
577,23.854325969434832
578,12.607068771100792
579,25.718770216034645
580,21.69248203747207
581,17.923560430495993
582,23.163909330531425
583,31.35346428902198
584,20.909331275292477
585,21.24110293150168
586,17.70319550229878
587,15.750778152676041
588,24.151679082721227
589,15.719580870455664
590,20.357831186096963
591,17.611712766174417
592,22.39489912873196
593,21.66831052643474
594,25.187699721289498
595,17.449918005726264
596,18.650625323533145
597,15.106181421088463
598,17.77853369961944
599,21.88650246522426
600,23.78494308322676
601,15.389173379111874
602,24.3480296005283
603,26.778189294024756
604,22.067174516118506
605,29.38397906279033
606,16.131054004482134
607,13.776726483442914
608,11.106398755478606
609,27.480221557445915
610,23.27182828177029
611,19.722076645447725
612,21.399843131599102
613,14.372554763508116
614,32.228759898084135
615,20.646105909876137
616,20.546973973024464
617,23.62883311949346
618,22.405046158683568
619,21.119420121395656
620,16.04762772277344
621,22.357341785679978
622,29.41012248237517
623,26.727100230774887
624,27.965933133196984
625,17.443921617844076
626,15.051975898707095
627,19.37106539950176
628,20.278624561443472
629,25.470957592354743
630,11.537676851425903
631,27.64775159730307
632,19.209960507105052
633,17.8655946502629
634,14.939478123699162
635,11.725716640671154
636,24.115852919809573
637,20.36658983594202
638,13.55019550129473
639,13.52460613968192
640,18.32107650354936
641,28.345107626446964
642,18.702043243181976
643,12.48428523440947
644,18.77128467957028
645,18.636382151261646
646,6.515566785292142
647,19.72852566741094
648,18.84532734895661
649,23.48103182406709
650,29.244780474726724
651,25.632825147738785
652,18.655556547225846
653,14.467370456291649
654,32.8667990162493
655,20.29609217007244
656,20.06964645956473
657,19.879374564449982
658,20.990423803839274
659,19.278197940380288
660,17.131689965598817
661,17.26570529379804
662,19.836233648920008
663,17.282876144331176
664,16.435771086614178
665,20.532151138459483
666,18.725113912895722
667,27.519964942913443
668,6.745150958034941
669,25.45753425961231
670,26.230425962488145
671,9.633048837959253
672,18.286562029598258
673,18.142795670021044
674,12.962441526410894
675,16.110916562045624
676,14.447120772670857
677,28.761352217118116
678,24.678391965737305
679,26.357775474970794
680,23.608360320216175
681,14.354741143913854
682,17.37739866860113
683,22.44687280613959
684,13.889360955540273
685,23.56499215086194
686,18.798373009209325
687,18.125895962252013
688,23.554799841017456
689,22.2213165574302
690,18.1951691709046
691,25.79664901682124
692,14.594683362000513
693,23.07967803472132
694,22.96550628984192
695,18.452267803430047
696,21.63066511121059
697,13.744432118073485
698,24.620135096034506
699,19.075489317785056
700,17.386384897404803
701,25.245046129184445
702,16.478281547286205
703,12.957693518182202
704,12.216854132380481
705,23.030049756728197
706,13.597853237518585
707,28.77397090992182
708,9.59035296058139
709,28.48228184145019
710,21.05508733601309
711,19.516434440648037
712,17.275404565955252
713,21.995680571760353
714,19.81182648787576
715,25.516509410082605
716,20.571138243310198
717,20.75150880730939
718,18.18193893893072
719,19.715271881394663
720,21.539008844460295
721,11.449158036716872
722,13.259072889471435
723,23.716320470113576
724,20.854327190639708
725,19.080083318236603
726,20.092169665326967
727,21.737908526808354
728,17.301201598453193
729,16.108476372988438
730,20.979226275488408
731,15.10813611192484
732,22.041263778572358
733,11.487081978810798
734,25.14577818662822
735,22.362987412065216
736,21.28014867156938
737,24.91345491972757
738,28.32737222231288
739,25.07185032509065
740,10.795628843341774
741,13.602115166321493
742,16.875907111521606
743,20.13045525105417
744,22.588295102345615
745,16.371280934232672
746,20.93383382238539
747,16.22308533823339
748,16.942410985040258
749,12.966694515758888
750,15.383833769445479
751,13.241576971918331
752,15.120633735113337
753,25.268208983039198
754,15.253005555840286
755,33.161910324186955
756,22.466589504404446
757,20.92418061847437
758,15.708211099093933
759,23.501549397044958
760,17.12181086881113
761,20.610049073226808
762,32.800422691343975
763,19.51970050137675
764,25.74636663142838
765,16.48411787437056
766,19.82505754751519
767,28.85400317817755
768,16.865164711061162
769,29.062242789984644
770,23.538759677277376
771,17.18766612052866
772,23.162038695277605
773,24.86277224813365
774,23.10904981108598
775,12.148876400547717
776,16.364314120875658
777,18.762406822242475
778,19.62783285449977
779,23.103360487753392
780,20.888505004666268
781,13.323278206449494
782,21.900989255029817
783,23.052928726419115
784,22.7989522396552
785,25.403903627773108
786,24.16961077274452
787,22.295900396142184
788,19.649171442706766
789,11.695195332420043
790,22.148091095662927
791,21.038438435815557
792,21.357894185976868
793,13.616257120898453
794,14.594717297958688
795,25.26576426666452
796,19.802224230716725
797,23.40750348686312
798,20.141591880652307
799,20.148780697478728
800,24.691419029879988
801,17.41977635891313
802,20.480603884704916
803,17.688623556474788
804,17.82751886283842
805,18.454139382656802
806,21.110668858168566
807,17.606256891682612
808,26.278780627867604
809,15.526963488902481
810,19.065641779193204
811,17.801344708629124
812,27.234889421768663
813,20.982773882557872
814,25.159222697343175
815,12.57219813481514
816,21.335251329346296
817,24.448153978117183
818,20.41141994637712
819,25.327401875326757
820,17.41355774949814
821,27.0467372009279
822,31.49449061809625
823,18.185807197801704
824,17.77248739299614
825,27.266922385588504
826,27.897860728653562
827,17.385699864233658
828,17.899065914520712
829,18.591076955697464
830,13.277747444828615
831,15.406740267579009
832,14.97929616623966
833,16.161012174479357
834,19.826575563066093
835,21.171073662682602
836,27.752502464070385
837,15.008229796306045
838,24.921611992382918
839,18.930055778872454
840,19.752681451737836
841,23.37409746083302
842,14.386389892188507
843,21.912048730920255
844,20.83226104106528
845,22.462256320040744
846,21.44584321953909
847,32.276500699554475
848,16.81130007874342
849,17.345015224990913
850,16.88429736787618
851,17.222614404198726
852,16.81306436346741
853,25.94508265553776
854,27.102521239949276
855,17.14626853125262
856,15.838222134478857
857,22.35707778193202
858,17.238884778595143
859,23.164659088777555
860,21.0146151042565
861,12.42127942501384
862,27.737526006650306
863,28.97938836547761
864,16.93605654757807
865,18.061492200320078
866,21.429326953624525
867,21.672283949935125
868,23.29272136336415
869,30.051022693831747
870,19.11526386252975
871,16.00851377730773
872,13.103403859927365
873,16.345349800290403
874,19.834365135631014
875,28.97278931758894
876,17.411943504819142
877,21.118939758194493
878,19.91788551963624
879,25.94196636724042
880,32.63466212936811
881,17.345656135398396
882,17.55280278740889
883,25.22080438534536
884,23.40945744813156
885,29.23353662868017
886,22.919640926629818
887,18.203539546064704
888,22.953274153461546
889,25.543517902914537
890,24.102410905986822
891,22.53637015553649
892,25.333373447945768
893,25.846477952228362
894,26.910794955187637
895,23.243549437948214
896,19.164409598415727
897,20.733568432166614
898,26.032544832541785
899,15.91532164506382
900,21.843366544364507
901,18.033305938363196
902,20.143724114674086
903,26.392259313036494
904,20.955495340099517
905,20.232182740780743
906,13.200719295100404
907,23.731267830136105
908,23.227420905705376
909,30.8162736165273
910,18.461108825234994
911,21.095751638319694
912,21.246918418553776
913,27.887266398817374
914,19.523522338065238
915,21.395107628851697
916,23.039482548582697
917,20.93304561578179
918,17.767831927247357
919,20.97044996449154
920,25.36815874929886
921,14.8674235029447
922,20.66484837073438
923,16.499395925304135
924,25.975233144624212
925,12.384065476081126
926,17.205390763642058
927,21.886059375322603
928,27.827620146171704
929,19.67124869463506
930,17.22400236653401
931,29.40578534720295
932,12.75993049791878
933,9.005970216899591
934,22.20007225026666
935,17.489728878236946
936,14.893835914346434
937,23.541782236496765
938,21.219003568855996
939,17.179606846316357
940,13.598478006645529
941,24.362286641400722
942,23.251005889793305
943,19.504120681103085
944,29.233184980238327
945,14.649576168369236
946,12.372374145376305
947,16.540459650593778
948,19.77206991822251
949,21.21669724661346
950,18.79381971071835
951,21.760276982571483
952,13.74230287904778
953,27.218823020366298
954,19.589244108037157
955,25.586479157940637
956,21.71362673188852
957,22.283766095768918
958,22.84883640116102
959,22.238542800086574
960,23.21361379933772
961,26.645762650662157
962,20.98260584850735
963,23.54501878794256
964,19.551321528563868
965,27.200586077247365
966,16.61803848970365
967,29.00470216455408
968,19.799210246778284
969,12.84612448940976
970,20.640522074553946
971,16.594741712625595
972,24.203217744943622
973,16.736880103488044
974,17.769082833926102
975,10.552296345272346
976,17.738468403754617
977,7.880603366855217
978,12.080485882571384
979,23.802073280721487
980,23.92900079325416
981,22.127287808924823
982,15.165119284353935
983,19.7614432192901
984,19.981987304547157
985,14.208176554037287
986,27.51699150883575
987,24.386811452878355
988,18.89517913085168
989,20.134429194972654
990,21.04191403973776
991,9.791325657878547
992,18.764113087397014
993,16.590078760011007
994,14.991899950525422
995,18.594498535570224
996,28.988432634247612
997,23.20421430633505
998,17.144105051086015
999,22.862913906780793
